,G_base,G_1,G_2,G_3,G_4,G_5,G_6,G_7,G_8,G_9,G_10,G_11,G_12,G_13,G_14,G_15,G_16,G_17,G_18,G_19,G_20,G_21,G_22,G_23,G_24,G_25,G_26,G_27,G_28,G_29,G_30,G_31,G_32,G_33,G_34,G_35,G_36,G_37,G_38,G_39,G_40,G_41,G_42,G_43,G_44,G_45,G_46,G_47,G_48,G_49,G_50,G_51,G_52,G_53,G_54,G_55,G_56,G_57,G_58,G_59,G_60,G_61,G_62,G_63,G_64,G_65,G_66,G_67,G_68,G_69,G_70,G_71,G_72,G_73,G_74,G_75,G_76,G_77,G_78,G_79,G_80,G_81,G_82,G_83,G_84,G_85,G_86,G_87,G_88,G_89,G_90,G_91,G_92,G_93,G_94,G_95,G_96,G_97,G_98,G_99,G_100,G_101,G_102,G_103,G_104,G_105,G_106,G_107,G_108,G_109,G_110,G_111,G_112,G_113,G_114,G_115,G_116,G_117,G_118,G_119,G_120,G_121,G_122,G_123,G_124,G_125,G_126,G_127,G_128,G_129,G_130,G_131,G_132,G_133,G_134,G_135,G_136,G_137,G_138,G_139,G_140,G_141,G_142,G_143,G_144,G_145,G_146,G_147,G_148,G_149,G_150,G_151,G_152,G_153,G_154,G_155,G_156,G_157,G_158,G_159,G_160,G_161,G_162,G_163,G_164,G_165,G_166,G_167,G_168,G_169,G_170,G_171,G_172,G_173,G_174,G_175,G_176,G_177,G_178,G_179,G_180,G_181,G_182,G_183,G_184,G_185,G_186,G_187,G_188,G_189,G_190,G_191,G_192,G_193,G_194,G_195,G_196,G_197,G_198,G_199,G_200,G_201,G_202,G_203,G_204,G_205,G_206,G_207,G_208,G_209,G_210,G_211,G_212,G_213,G_214,G_215,G_216,G_217,G_218,G_219,G_220,G_221,G_222,G_223,G_224,G_225,G_226,G_227,G_228,G_229,G_230,G_231,G_232,G_233,G_234,G_235,G_236,G_237,G_238,G_239,G_240,G_241,G_242,G_243,G_244,G_245,G_246,G_247,G_248,G_249,G_250,G_251,G_252,G_253,G_254,G_255,G_256,G_257,G_258,G_259,G_260,G_261,G_262,G_263,G_264,G_265,G_266,G_267,G_268,G_269,G_270,G_271,G_272,G_273,G_274,G_275,G_276,G_277,G_278,G_279,G_280,G_281,G_282,G_283,G_284,G_285,G_286,G_287,G_288,G_289,G_290,G_291,G_292,G_293,G_294,G_295,G_296,G_297,G_298,G_299,G_300,G_301
G_237,20.0,60.0,60.0,60.0,40.0,61.0,40.0,20.0,22.0,42.0,20.0,60.0,40.0,60.0,21.0,40.0,60.0,40.0,21.0,42.0,23.0,21.0,21.0,22.0,40.0,20.0,20.0,40.0,60.0,2.0,20.0,40.0,20.0,2.0,20.0,20.0,40.0,40.0,60.0,61.0,40.0,42.0,20.0,22.0,40.0,60.0,40.0,20.0,40.0,60.0,62.0,0.0,60.0,40.0,60.0,2.0,21.0,20.0,60.0,20.0,1.0,40.0,42.0,21.0,60.0,2.0,40.0,40.0,40.0,60.0,60.0,20.0,22.0,20.0,60.0,20.0,60.0,60.0,40.0,42.0,60.0,120.0,40.0,60.0,44.0,40.0,40.0,60.0,2.0,20.0,20.0,20.0,20.0,80.0,21.0,40.0,40.0,21.0,40.0,41.0,40.0,60.0,22.0,120.0,21.0,22.0,2.0,60.0,20.0,20.0,2.0,40.0,20.0,21.0,21.0,1.0,2.0,40.0,60.0,40.0,60.0,20.0,21.0,20.0,40.0,2.0,20.0,40.0,21.0,40.0,20.0,42.0,40.0,20.0,21.0,2.0,2.0,20.0,40.0,40.0,60.0,40.0,2.0,60.0,60.0,20.0,40.0,0.0,60.0,21.0,40.0,40.0,21.0,40.0,0.0,60.0,20.0,60.0,21.0,40.0,62.0,0.0,60.0,40.0,60.0,40.0,40.0,40.0,2.0,40.0,60.0,20.0,81.0,40.0,42.0,20.0,60.0,20.0,21.0,40.0,40.0,40.0,20.0,20.0,21.0,40.0,60.0,2.0,40.0,40.0,60.0,2.0,42.0,60.0,40.0,40.0,40.0,0.0,0.0,40.0,22.0,1.0,40.0,60.0,22.0,20.0,40.0,2.0,22.0,60.0,0.0,40.0,40.0,22.0,1.0,20.0,60.0,22.0,40.0,20.0,40.0,20.0,2.0,60.0,60.0,21.0,61.0,20.0,40.0,42.0,60.0,40.0,40.0,20.0,23.0,44.0,42.0,0.0,40.0,40.0,40.0,21.0,42.0,40.0,60.0,60.0,1.0,22.0,1.0,20.0,40.0,1.0,40.0,23.0,60.0,40.0,2.0,20.0,1.0,42.0,40.0,60.0,1.0,61.0,120.0,42.0,21.0,60.0,20.0,40.0,21.0,20.0,40.0,40.0,60.0,0.0,40.0,20.0,42.0,2.0,42.0,40.0,40.0,21.0,40.0,2.0,60.0,20.0,61.0,20.0,42.0,60.0,40.0,2.0,42.0,62.0,40.0,40.0,40.0,60.0,21.0,1140.0
G_238,20.0,22.0,22.0,21.0,0.0,100.0,0.0,20.0,22.0,80.0,20.0,21.0,2.0,22.0,60.0,2.0,22.0,2.0,60.0,80.0,61.0,21.0,60.0,60.0,2.0,20.0,20.0,2.0,22.0,40.0,20.0,2.0,20.0,40.0,20.0,20.0,2.0,2.0,22.0,100.0,2.0,80.0,20.0,22.0,2.0,22.0,2.0,20.0,2.0,22.0,100.0,40.0,22.0,2.0,22.0,40.0,60.0,20.0,22.0,20.0,40.0,2.0,80.0,21.0,22.0,40.0,2.0,2.0,2.0,22.0,22.0,20.0,60.0,20.0,21.0,20.0,22.0,22.0,2.0,80.0,22.0,160.0,2.0,22.0,84.0,1.0,2.0,22.0,40.0,20.0,20.0,20.0,20.0,120.0,21.0,2.0,2.0,21.0,2.0,80.0,2.0,21.0,22.0,160.0,21.0,22.0,40.0,21.0,20.0,20.0,40.0,1.0,20.0,60.0,60.0,40.0,40.0,2.0,22.0,2.0,22.0,20.0,60.0,20.0,2.0,40.0,20.0,2.0,60.0,2.0,20.0,80.0,2.0,20.0,60.0,40.0,40.0,20.0,2.0,2.0,21.0,0.0,40.0,21.0,22.0,20.0,2.0,40.0,22.0,21.0,2.0,2.0,21.0,2.0,40.0,22.0,20.0,22.0,60.0,80.0,100.0,40.0,22.0,2.0,22.0,2.0,0.0,2.0,40.0,2.0,21.0,20.0,120.0,2.0,80.0,20.0,21.0,20.0,21.0,2.0,2.0,80.0,20.0,20.0,21.0,2.0,21.0,40.0,2.0,0.0,21.0,40.0,80.0,22.0,2.0,2.0,2.0,40.0,40.0,2.0,22.0,40.0,2.0,22.0,22.0,20.0,2.0,40.0,22.0,22.0,40.0,2.0,2.0,22.0,40.0,20.0,21.0,60.0,2.0,20.0,2.0,20.0,40.0,21.0,22.0,21.0,100.0,20.0,2.0,80.0,21.0,2.0,0.0,20.0,61.0,84.0,80.0,40.0,0.0,2.0,2.0,21.0,80.0,2.0,22.0,21.0,40.0,22.0,40.0,20.0,2.0,40.0,2.0,61.0,22.0,2.0,40.0,20.0,40.0,80.0,2.0,21.0,40.0,100.0,160.0,80.0,60.0,22.0,20.0,2.0,60.0,20.0,2.0,2.0,22.0,40.0,0.0,20.0,80.0,40.0,80.0,2.0,2.0,60.0,2.0,40.0,22.0,20.0,100.0,20.0,80.0,21.0,2.0,40.0,80.0,100.0,2.0,2.0,2.0,22.0,60.0,1180.0
G_239,20.0,21.0,21.0,22.0,2.0,100.0,2.0,20.0,22.0,80.0,20.0,22.0,1.0,22.0,60.0,1.0,21.0,1.0,60.0,80.0,61.0,21.0,60.0,60.0,1.0,20.0,20.0,0.0,22.0,40.0,20.0,1.0,20.0,40.0,20.0,20.0,1.0,2.0,21.0,100.0,1.0,80.0,20.0,22.0,1.0,21.0,1.0,20.0,1.0,21.0,100.0,40.0,21.0,2.0,22.0,40.0,60.0,20.0,21.0,20.0,40.0,1.0,80.0,21.0,21.0,40.0,1.0,1.0,1.0,22.0,22.0,20.0,60.0,20.0,22.0,20.0,21.0,21.0,2.0,80.0,21.0,160.0,1.0,22.0,83.0,2.0,1.0,21.0,40.0,20.0,20.0,20.0,20.0,120.0,21.0,1.0,2.0,21.0,2.0,80.0,1.0,22.0,22.0,160.0,20.0,22.0,40.0,22.0,20.0,20.0,40.0,2.0,20.0,60.0,60.0,40.0,40.0,1.0,22.0,2.0,22.0,20.0,60.0,20.0,0.0,40.0,20.0,1.0,60.0,1.0,20.0,80.0,1.0,20.0,60.0,40.0,40.0,20.0,1.0,1.0,22.0,2.0,40.0,22.0,21.0,20.0,2.0,40.0,22.0,21.0,1.0,2.0,20.0,1.0,40.0,22.0,20.0,21.0,60.0,80.0,100.0,40.0,21.0,1.0,22.0,1.0,2.0,1.0,40.0,1.0,22.0,20.0,120.0,1.0,80.0,20.0,22.0,20.0,21.0,1.0,2.0,80.0,20.0,20.0,21.0,1.0,22.0,40.0,1.0,2.0,22.0,40.0,80.0,22.0,1.0,0.0,1.0,40.0,40.0,1.0,22.0,40.0,1.0,21.0,22.0,20.0,1.0,40.0,22.0,21.0,40.0,1.0,1.0,20.0,40.0,20.0,22.0,60.0,0.0,20.0,1.0,20.0,40.0,22.0,22.0,20.0,100.0,20.0,1.0,80.0,22.0,0.0,2.0,20.0,61.0,83.0,80.0,40.0,2.0,0.0,1.0,21.0,80.0,1.0,21.0,22.0,40.0,22.0,40.0,20.0,0.0,40.0,2.0,61.0,21.0,1.0,40.0,20.0,40.0,80.0,2.0,22.0,40.0,100.0,160.0,80.0,60.0,22.0,20.0,1.0,60.0,20.0,0.0,2.0,22.0,40.0,2.0,20.0,80.0,40.0,80.0,1.0,1.0,60.0,0.0,40.0,21.0,20.0,100.0,20.0,80.0,22.0,0.0,40.0,80.0,100.0,1.0,1.0,2.0,21.0,60.0,1180.0
G_240,20.0,21.0,21.0,22.0,2.0,100.0,2.0,20.0,22.0,80.0,20.0,22.0,1.0,22.0,60.0,1.0,21.0,1.0,60.0,80.0,61.0,21.0,60.0,60.0,1.0,20.0,20.0,1.0,22.0,40.0,20.0,1.0,20.0,40.0,20.0,20.0,1.0,2.0,21.0,100.0,1.0,80.0,20.0,22.0,1.0,21.0,1.0,20.0,1.0,21.0,100.0,40.0,21.0,2.0,22.0,40.0,60.0,20.0,21.0,20.0,40.0,1.0,80.0,21.0,21.0,40.0,0.0,1.0,1.0,22.0,22.0,20.0,60.0,20.0,22.0,20.0,21.0,21.0,2.0,80.0,21.0,160.0,1.0,22.0,83.0,2.0,1.0,21.0,40.0,20.0,20.0,20.0,20.0,120.0,21.0,1.0,2.0,21.0,2.0,80.0,0.0,22.0,22.0,160.0,21.0,22.0,40.0,22.0,20.0,20.0,40.0,2.0,20.0,60.0,60.0,40.0,40.0,1.0,22.0,2.0,22.0,20.0,60.0,20.0,1.0,40.0,20.0,1.0,60.0,1.0,20.0,80.0,1.0,20.0,60.0,40.0,40.0,20.0,1.0,1.0,22.0,2.0,40.0,22.0,21.0,20.0,2.0,40.0,22.0,21.0,1.0,2.0,21.0,1.0,40.0,22.0,20.0,21.0,60.0,80.0,100.0,40.0,21.0,1.0,22.0,1.0,2.0,1.0,40.0,1.0,22.0,20.0,120.0,1.0,80.0,20.0,22.0,20.0,21.0,1.0,2.0,80.0,20.0,20.0,21.0,1.0,22.0,40.0,1.0,2.0,22.0,40.0,80.0,22.0,1.0,1.0,1.0,40.0,40.0,1.0,22.0,40.0,1.0,21.0,22.0,20.0,1.0,40.0,22.0,21.0,40.0,1.0,1.0,21.0,40.0,20.0,22.0,60.0,1.0,20.0,1.0,20.0,40.0,22.0,22.0,21.0,100.0,20.0,1.0,80.0,22.0,1.0,2.0,20.0,61.0,83.0,80.0,40.0,2.0,1.0,0.0,21.0,80.0,1.0,21.0,22.0,40.0,22.0,40.0,20.0,1.0,40.0,2.0,61.0,21.0,1.0,40.0,20.0,40.0,80.0,2.0,22.0,40.0,100.0,160.0,80.0,60.0,22.0,20.0,0.0,60.0,20.0,1.0,2.0,22.0,40.0,2.0,20.0,80.0,40.0,80.0,1.0,1.0,60.0,1.0,40.0,21.0,20.0,100.0,20.0,80.0,22.0,1.0,40.0,80.0,100.0,1.0,1.0,2.0,21.0,60.0,1180.0
G_241,1.0,41.0,41.0,41.0,21.0,81.0,21.0,1.0,3.0,61.0,1.0,41.0,21.0,41.0,41.0,21.0,41.0,21.0,41.0,61.0,42.0,0.0,41.0,41.0,21.0,1.0,1.0,21.0,41.0,21.0,1.0,21.0,1.0,21.0,1.0,1.0,21.0,21.0,41.0,81.0,21.0,61.0,1.0,3.0,20.0,41.0,21.0,1.0,21.0,41.0,81.0,21.0,41.0,21.0,41.0,21.0,41.0,1.0,41.0,1.0,21.0,21.0,61.0,1.0,41.0,21.0,21.0,21.0,20.0,41.0,41.0,1.0,41.0,1.0,41.0,1.0,41.0,41.0,21.0,61.0,41.0,141.0,20.0,41.0,65.0,21.0,20.0,41.0,20.0,1.0,1.0,1.0,1.0,101.0,2.0,21.0,21.0,2.0,21.0,61.0,21.0,41.0,3.0,141.0,1.0,3.0,21.0,41.0,1.0,1.0,21.0,21.0,1.0,41.0,41.0,21.0,21.0,21.0,41.0,21.0,41.0,1.0,41.0,1.0,21.0,21.0,1.0,20.0,41.0,21.0,1.0,61.0,21.0,1.0,41.0,21.0,20.0,1.0,21.0,21.0,41.0,21.0,21.0,41.0,41.0,1.0,21.0,21.0,41.0,1.0,21.0,21.0,1.0,21.0,21.0,41.0,1.0,41.0,41.0,61.0,81.0,21.0,41.0,20.0,41.0,21.0,21.0,20.0,21.0,21.0,41.0,1.0,101.0,20.0,61.0,1.0,41.0,1.0,1.0,20.0,21.0,61.0,1.0,1.0,0.0,21.0,41.0,21.0,21.0,21.0,41.0,20.0,60.0,41.0,21.0,21.0,21.0,21.0,21.0,21.0,3.0,21.0,20.0,41.0,3.0,1.0,21.0,21.0,3.0,41.0,21.0,21.0,21.0,3.0,21.0,1.0,41.0,41.0,21.0,1.0,21.0,1.0,21.0,41.0,41.0,1.0,81.0,1.0,21.0,61.0,41.0,21.0,21.0,1.0,41.0,65.0,61.0,21.0,21.0,21.0,21.0,0.0,61.0,21.0,41.0,41.0,21.0,3.0,21.0,1.0,21.0,21.0,21.0,41.0,41.0,21.0,21.0,1.0,21.0,61.0,21.0,41.0,21.0,81.0,141.0,61.0,41.0,41.0,1.0,21.0,41.0,1.0,21.0,21.0,41.0,21.0,21.0,1.0,60.0,21.0,60.0,20.0,20.0,41.0,21.0,21.0,41.0,1.0,81.0,1.0,61.0,41.0,21.0,21.0,61.0,80.0,20.0,21.0,21.0,41.0,41.0,1160.0
G_242,60.0,100.0,100.0,100.0,80.0,26.0,80.0,60.0,61.0,3.0,60.0,100.0,80.0,100.0,24.0,80.0,100.0,80.0,24.0,0.0,23.0,61.0,24.0,22.0,80.0,60.0,60.0,80.0,100.0,42.0,60.0,80.0,60.0,41.0,60.0,60.0,80.0,80.0,100.0,26.0,80.0,2.0,60.0,61.0,80.0,100.0,80.0,60.0,80.0,100.0,23.0,42.0,100.0,80.0,100.0,42.0,24.0,60.0,100.0,60.0,42.0,80.0,0.0,61.0,100.0,42.0,80.0,80.0,80.0,100.0,100.0,60.0,22.0,60.0,100.0,60.0,100.0,100.0,80.0,2.0,100.0,83.0,80.0,100.0,10.0,80.0,80.0,100.0,41.0,60.0,60.0,60.0,60.0,45.0,60.0,80.0,80.0,60.0,80.0,6.0,80.0,100.0,61.0,83.0,61.0,61.0,41.0,100.0,60.0,60.0,42.0,80.0,60.0,24.0,24.0,42.0,42.0,80.0,100.0,80.0,100.0,60.0,24.0,60.0,80.0,41.0,60.0,80.0,24.0,80.0,60.0,3.0,80.0,60.0,24.0,41.0,41.0,60.0,80.0,80.0,100.0,80.0,42.0,100.0,100.0,60.0,80.0,42.0,100.0,61.0,80.0,80.0,61.0,80.0,42.0,100.0,60.0,100.0,24.0,4.0,23.0,42.0,100.0,80.0,100.0,80.0,80.0,80.0,40.0,80.0,100.0,60.0,42.0,80.0,3.0,60.0,100.0,60.0,61.0,80.0,80.0,4.0,60.0,60.0,61.0,80.0,100.0,41.0,80.0,80.0,100.0,41.0,3.0,100.0,80.0,80.0,80.0,42.0,42.0,80.0,61.0,42.0,80.0,100.0,61.0,60.0,80.0,41.0,61.0,100.0,42.0,80.0,80.0,62.0,42.0,60.0,100.0,22.0,80.0,60.0,80.0,60.0,42.0,100.0,100.0,61.0,26.0,60.0,80.0,3.0,100.0,80.0,80.0,60.0,23.0,10.0,3.0,42.0,80.0,80.0,80.0,61.0,0.0,80.0,100.0,100.0,42.0,61.0,42.0,60.0,80.0,42.0,80.0,23.0,100.0,80.0,41.0,60.0,42.0,0.0,80.0,100.0,42.0,26.0,83.0,3.0,24.0,100.0,60.0,80.0,24.0,60.0,80.0,80.0,100.0,42.0,80.0,60.0,3.0,41.0,3.0,80.0,80.0,24.0,80.0,41.0,100.0,60.0,26.0,60.0,0.0,100.0,80.0,41.0,3.0,24.0,80.0,80.0,80.0,100.0,24.0,1100.0
G_243,20.0,21.0,21.0,22.0,2.0,100.0,2.0,20.0,22.0,80.0,20.0,22.0,1.0,22.0,60.0,1.0,21.0,1.0,60.0,80.0,61.0,21.0,60.0,60.0,1.0,20.0,20.0,1.0,22.0,40.0,20.0,1.0,20.0,40.0,20.0,20.0,1.0,2.0,21.0,100.0,0.0,80.0,20.0,22.0,1.0,21.0,1.0,20.0,1.0,21.0,100.0,40.0,21.0,2.0,22.0,40.0,60.0,20.0,21.0,20.0,40.0,1.0,80.0,21.0,21.0,40.0,1.0,1.0,1.0,22.0,22.0,20.0,60.0,20.0,22.0,20.0,21.0,21.0,2.0,80.0,21.0,160.0,1.0,22.0,83.0,2.0,1.0,21.0,40.0,20.0,20.0,20.0,20.0,120.0,20.0,1.0,2.0,20.0,2.0,80.0,1.0,22.0,22.0,160.0,21.0,22.0,40.0,22.0,20.0,20.0,40.0,2.0,20.0,60.0,60.0,40.0,40.0,0.0,22.0,2.0,22.0,20.0,60.0,20.0,1.0,40.0,20.0,1.0,60.0,1.0,20.0,80.0,0.0,20.0,60.0,40.0,40.0,20.0,1.0,0.0,22.0,2.0,40.0,22.0,21.0,20.0,2.0,40.0,22.0,21.0,1.0,2.0,21.0,1.0,40.0,22.0,20.0,21.0,60.0,80.0,100.0,40.0,21.0,1.0,22.0,1.0,2.0,1.0,40.0,1.0,22.0,20.0,120.0,1.0,80.0,20.0,22.0,20.0,21.0,1.0,2.0,80.0,20.0,20.0,21.0,0.0,22.0,40.0,1.0,2.0,22.0,40.0,80.0,22.0,1.0,1.0,1.0,40.0,40.0,0.0,22.0,40.0,1.0,21.0,22.0,20.0,1.0,40.0,22.0,21.0,40.0,0.0,1.0,21.0,40.0,20.0,22.0,60.0,1.0,20.0,1.0,20.0,40.0,22.0,22.0,21.0,100.0,20.0,0.0,80.0,22.0,1.0,2.0,20.0,61.0,83.0,80.0,40.0,2.0,1.0,1.0,21.0,80.0,0.0,21.0,22.0,40.0,22.0,40.0,20.0,1.0,40.0,2.0,61.0,21.0,1.0,40.0,20.0,40.0,80.0,2.0,22.0,40.0,100.0,160.0,80.0,60.0,22.0,20.0,1.0,60.0,20.0,1.0,2.0,22.0,40.0,2.0,20.0,80.0,40.0,80.0,1.0,1.0,60.0,1.0,40.0,21.0,20.0,100.0,20.0,80.0,22.0,1.0,40.0,80.0,100.0,1.0,1.0,2.0,21.0,60.0,1180.0
G_244,40.0,0.0,0.0,2.0,22.0,120.0,22.0,40.0,42.0,100.0,40.0,2.0,21.0,2.0,80.0,21.0,0.0,21.0,80.0,100.0,81.0,41.0,80.0,80.0,21.0,40.0,40.0,21.0,2.0,60.0,40.0,21.0,40.0,60.0,40.0,40.0,21.0,22.0,0.0,120.0,21.0,100.0,40.0,42.0,21.0,0.0,21.0,40.0,21.0,0.0,120.0,60.0,0.0,22.0,2.0,60.0,80.0,40.0,0.0,40.0,60.0,21.0,100.0,41.0,0.0,60.0,21.0,21.0,21.0,2.0,2.0,40.0,80.0,40.0,2.0,40.0,0.0,0.0,22.0,100.0,0.0,180.0,21.0,2.0,102.0,22.0,21.0,0.0,60.0,40.0,40.0,40.0,40.0,140.0,41.0,21.0,22.0,41.0,22.0,100.0,21.0,2.0,42.0,180.0,41.0,42.0,60.0,2.0,40.0,40.0,60.0,22.0,40.0,80.0,80.0,60.0,60.0,21.0,2.0,22.0,2.0,40.0,80.0,40.0,21.0,60.0,40.0,21.0,80.0,21.0,40.0,100.0,21.0,40.0,80.0,60.0,60.0,40.0,21.0,21.0,2.0,22.0,60.0,2.0,0.0,40.0,22.0,60.0,2.0,41.0,21.0,22.0,41.0,21.0,60.0,2.0,40.0,0.0,80.0,100.0,120.0,60.0,0.0,21.0,2.0,21.0,22.0,21.0,60.0,21.0,2.0,40.0,140.0,21.0,100.0,40.0,2.0,40.0,41.0,21.0,22.0,100.0,40.0,40.0,41.0,21.0,2.0,60.0,21.0,22.0,2.0,60.0,100.0,2.0,21.0,21.0,21.0,60.0,60.0,21.0,42.0,60.0,21.0,0.0,42.0,40.0,21.0,60.0,42.0,0.0,60.0,21.0,21.0,41.0,60.0,40.0,2.0,80.0,21.0,40.0,21.0,40.0,60.0,2.0,2.0,41.0,120.0,40.0,21.0,100.0,2.0,21.0,22.0,40.0,81.0,102.0,100.0,60.0,22.0,21.0,21.0,41.0,100.0,21.0,0.0,2.0,60.0,42.0,60.0,40.0,21.0,60.0,22.0,81.0,0.0,21.0,60.0,40.0,60.0,100.0,22.0,2.0,60.0,120.0,180.0,100.0,80.0,2.0,40.0,21.0,80.0,40.0,21.0,22.0,2.0,60.0,22.0,40.0,100.0,60.0,100.0,21.0,21.0,80.0,21.0,60.0,0.0,40.0,120.0,40.0,100.0,2.0,21.0,60.0,100.0,120.0,21.0,21.0,22.0,0.0,80.0,1200.0
G_245,40.0,2.0,2.0,0.0,21.0,120.0,21.0,40.0,42.0,100.0,40.0,0.0,22.0,2.0,80.0,22.0,2.0,22.0,80.0,100.0,81.0,41.0,80.0,80.0,22.0,40.0,40.0,22.0,2.0,60.0,40.0,22.0,40.0,60.0,40.0,40.0,22.0,22.0,2.0,120.0,22.0,100.0,40.0,42.0,22.0,2.0,22.0,40.0,22.0,2.0,120.0,60.0,2.0,22.0,2.0,60.0,80.0,40.0,2.0,40.0,60.0,22.0,100.0,41.0,2.0,60.0,22.0,22.0,22.0,2.0,2.0,40.0,80.0,40.0,0.0,40.0,2.0,2.0,22.0,100.0,2.0,180.0,22.0,2.0,104.0,21.0,22.0,2.0,60.0,40.0,40.0,40.0,40.0,140.0,41.0,22.0,22.0,41.0,22.0,100.0,22.0,0.0,42.0,180.0,41.0,42.0,60.0,0.0,40.0,40.0,60.0,21.0,40.0,80.0,80.0,60.0,60.0,22.0,2.0,22.0,2.0,40.0,80.0,40.0,22.0,60.0,40.0,22.0,80.0,22.0,40.0,100.0,22.0,40.0,80.0,60.0,60.0,40.0,22.0,22.0,0.0,21.0,60.0,0.0,2.0,40.0,22.0,60.0,2.0,41.0,22.0,22.0,41.0,22.0,60.0,2.0,40.0,2.0,80.0,100.0,120.0,60.0,2.0,22.0,2.0,22.0,21.0,22.0,60.0,22.0,0.0,40.0,140.0,22.0,100.0,40.0,0.0,40.0,41.0,22.0,22.0,100.0,40.0,40.0,41.0,22.0,0.0,60.0,22.0,21.0,0.0,60.0,100.0,2.0,22.0,22.0,22.0,60.0,60.0,22.0,42.0,60.0,22.0,2.0,42.0,40.0,22.0,60.0,42.0,2.0,60.0,22.0,22.0,42.0,60.0,40.0,0.0,80.0,22.0,40.0,22.0,40.0,60.0,0.0,2.0,41.0,120.0,40.0,22.0,100.0,0.0,22.0,21.0,40.0,81.0,104.0,100.0,60.0,21.0,22.0,22.0,41.0,100.0,22.0,2.0,0.0,60.0,42.0,60.0,40.0,22.0,60.0,22.0,81.0,2.0,22.0,60.0,40.0,60.0,100.0,22.0,0.0,60.0,120.0,180.0,100.0,80.0,2.0,40.0,22.0,80.0,40.0,22.0,22.0,2.0,60.0,21.0,40.0,100.0,60.0,100.0,22.0,22.0,80.0,22.0,60.0,2.0,40.0,120.0,40.0,100.0,0.0,22.0,60.0,100.0,120.0,22.0,22.0,22.0,2.0,80.0,1200.0
G_246,20.0,60.0,60.0,60.0,40.0,61.0,40.0,20.0,22.0,42.0,20.0,60.0,40.0,60.0,21.0,40.0,60.0,40.0,21.0,42.0,23.0,21.0,21.0,22.0,40.0,20.0,20.0,40.0,60.0,2.0,20.0,40.0,20.0,2.0,20.0,20.0,40.0,40.0,60.0,61.0,40.0,42.0,20.0,22.0,40.0,60.0,40.0,20.0,40.0,60.0,62.0,1.0,60.0,40.0,60.0,2.0,21.0,20.0,60.0,20.0,0.0,40.0,42.0,21.0,60.0,2.0,40.0,40.0,40.0,60.0,60.0,20.0,22.0,20.0,60.0,20.0,60.0,60.0,40.0,42.0,60.0,120.0,40.0,60.0,45.0,40.0,40.0,60.0,2.0,20.0,20.0,20.0,20.0,81.0,21.0,40.0,40.0,21.0,40.0,40.0,40.0,60.0,22.0,120.0,21.0,22.0,2.0,60.0,20.0,20.0,2.0,40.0,20.0,21.0,21.0,0.0,2.0,40.0,60.0,40.0,60.0,20.0,21.0,20.0,40.0,2.0,20.0,40.0,21.0,40.0,20.0,42.0,40.0,20.0,21.0,2.0,2.0,20.0,40.0,40.0,60.0,40.0,2.0,60.0,60.0,20.0,40.0,1.0,60.0,21.0,40.0,40.0,21.0,40.0,1.0,60.0,20.0,60.0,21.0,41.0,62.0,1.0,60.0,40.0,60.0,40.0,40.0,40.0,2.0,40.0,60.0,20.0,80.0,40.0,42.0,20.0,60.0,20.0,21.0,40.0,40.0,41.0,20.0,20.0,21.0,40.0,60.0,2.0,40.0,40.0,60.0,2.0,42.0,60.0,40.0,40.0,40.0,1.0,1.0,40.0,22.0,0.0,40.0,60.0,22.0,20.0,40.0,2.0,22.0,60.0,1.0,40.0,40.0,22.0,0.0,20.0,60.0,22.0,40.0,20.0,40.0,20.0,2.0,60.0,60.0,21.0,61.0,20.0,40.0,42.0,60.0,40.0,40.0,20.0,23.0,45.0,42.0,1.0,40.0,40.0,40.0,21.0,42.0,40.0,60.0,60.0,0.0,22.0,1.0,20.0,40.0,1.0,40.0,23.0,60.0,40.0,2.0,20.0,0.0,42.0,40.0,60.0,1.0,61.0,120.0,42.0,21.0,60.0,20.0,40.0,21.0,20.0,40.0,40.0,60.0,1.0,40.0,20.0,42.0,2.0,42.0,40.0,40.0,21.0,40.0,2.0,60.0,20.0,61.0,20.0,42.0,60.0,40.0,2.0,42.0,62.0,40.0,40.0,40.0,60.0,20.0,1140.0
